model_name,experiment,batch_size,optimizer,lr,dropout,regularization,lambda,history,num_epochs,val_precision,val_recall,val_f1_score,val_accuracy
efficientnetb4,1,64,adam,0.001,0.0,l1,0.001,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30], 'train_loss': [96.34129153984918, 6.007008477274577, 4.2904294876946345, 3.9281859703911675, 3.8024759841071236, 3.735000361633301, 3.685108588155111, 3.645415095562405, 3.616442897372776, 3.595493659591675, 3.5795686092800563, 3.5675545386420358, 3.5533309999254015, 3.546629992548625, 3.542231072701348, 3.53166968943278, 3.5283823941548667, 3.5195473984612358, 3.517218421596951, 3.509374048529731, 3.507764813147651, 3.5043230171627466, 3.5002388146294487, 3.5001266036987304, 3.4933983989715576, 3.4951792451646595, 3.486326821433173, 3.4857232418484156, 3.4837590378231473, 3.4873137994554306], 'train_acc': [0.20135555555555557, 0.3391222222222222, 0.4041444444444444, 0.42841111111111113, 0.44204444444444446, 0.45418888888888886, 0.4686111111111111, 0.47914444444444443, 0.4881111111111111, 0.4935333333333333, 0.4992888888888889, 0.5009888888888889, 0.5053888888888889, 0.5088888888888888, 0.5070333333333333, 0.5130111111111111, 0.5158666666666667, 0.5171888888888889, 0.5184888888888889, 0.5200111111111111, 0.5192, 0.5224333333333333, 0.5234111111111112, 0.5228111111111111, 0.5275111111111112, 0.5280444444444444, 0.5304555555555556, 0.5289666666666667, 0.5297666666666667, 0.5302333333333333], 'val_loss': [1.8867127272076076, 1.5412567123836942, 1.4918138247172037, 1.5170021847301058, 1.4412371769375272, 1.4430607924143473, 1.3841417070388793, 1.3672205525292291, 1.3788052679273817, 1.3566193594614664, 1.3424460923088921, 1.3428764770931667, 1.3801165873421564, 1.355750099711948, 1.3375176161448161, 1.3925620938618979, 1.3351531034257678, 1.2925738828659057, 1.3412331725226507, 1.2973463222291735, 1.2799628335105049, 1.3526701052983603, 1.307742887793647, 1.2886650033632914, 1.2832824832704333, 1.2710915473090278, 1.3034726071675617, 1.3249313888125949, 1.323510935189989, 1.2888775177637737], 'val_acc': [0.2754, 0.4020666666666667, 0.42617777777777777, 0.4176111111111111, 0.4424888888888889, 0.45087777777777777, 0.4777222222222222, 0.4852111111111111, 0.4880333333333333, 0.4969222222222222, 0.5051777777777777, 0.4995222222222222, 0.4888777777777778, 0.49805555555555553, 0.4954777777777778, 0.48006666666666664, 0.5055666666666667, 0.5229666666666667, 0.5045888888888889, 0.5221555555555556, 0.5270222222222222, 0.49335555555555555, 0.5157111111111111, 0.5249111111111111, 0.5245777777777778, 0.5306444444444445, 0.5197, 0.5161, 0.5133444444444445, 0.5236444444444445]}",30,0.603175938129425,0.5873333215713501,0.5832453966140747,0.5873333215713501
efficientnetb4,1,64,sgd,0.1,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 'train_loss': [1.9346223587459987, 1.6757556539535523, 1.4408252501805623, 1.300338941086663, 1.208193068991767, 1.1335629015816582, 1.069140031835768, 1.013665154478285, 0.9705400546603733, 0.9290656450695461, 0.8978232357872857, 0.8625178687678443, 0.8212730534023709, 0.7872385100470649, 0.7688924942069584, 0.7350243857595655, 0.7143443571090698, 0.6898954024632772, 0.6657334158579509, 0.6417478832456801, 0.6252120925585429, 0.5992378660837809, 0.5835550985124376], 'train_acc': [0.2581111111111111, 0.3620111111111111, 0.4670666666666667, 0.5256777777777778, 0.5621111111111111, 0.5919, 0.6153444444444445, 0.6354888888888889, 0.6522333333333333, 0.6661777777777778, 0.6794777777777777, 0.6919222222222222, 0.7059444444444445, 0.7180111111111112, 0.7259111111111111, 0.7362111111111111, 0.744, 0.7528888888888889, 0.7613, 0.7705666666666666, 0.7759666666666667, 0.7858111111111111, 0.7913555555555556], 'val_loss': [1.7889311703999837, 1.5059478778415256, 1.3467139979256524, 1.3348032690684, 1.219923846605089, 1.156297728729248, 1.1263571580674914, 1.101303296438853, 1.0840517934163412, 1.0481850964864095, 1.0397513938903808, 1.0966114896509382, 1.0027024044354758, 0.9912928083048926, 1.0262090356720819, 0.9829010641124514, 0.9633752063539293, 1.021813157113393, 0.9540513849364387, 1.0590051928599675, 0.9720115561379327, 0.9917314648787181, 1.0749996409310234], 'val_acc': [0.3203111111111111, 0.4373888888888889, 0.49933333333333335, 0.516, 0.5560777777777778, 0.5821555555555555, 0.5954555555555555, 0.6036, 0.6175888888888889, 0.6258888888888889, 0.6316222222222222, 0.6240555555555556, 0.6473, 0.6518222222222222, 0.6424777777777778, 0.6642666666666667, 0.6698666666666667, 0.6605222222222222, 0.6725, 0.6441777777777777, 0.6726888888888889, 0.6603888888888889, 0.6524888888888889]}",23,0.7750868201255798,0.7708888649940491,0.7710922956466675,0.7708888649940491
xception,1,32,sgd,0.01,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], 'train_loss': [2.0159957904815675, 1.6572838501824274, 1.4817335338804456, 1.3692675189759995, 1.2818579058329265, 1.2131618719948662, 1.1528751488685607, 1.1030061560418871, 1.0580580009884304, 1.0130827114741008, 0.9698139401117961, 0.9345490944862366], 'train_acc': [0.3081333333333333, 0.38333333333333336, 0.45211111111111113, 0.4955555555555556, 0.5287777777777778, 0.5574, 0.5798444444444445, 0.5991222222222222, 0.6147111111111111, 0.6328, 0.6483666666666666, 0.6606555555555556], 'val_loss': [2.0660345788107977, 1.5632663952085708, 1.4882462999237909, 1.328116175482008, 1.3317518645392523, 1.2311098329650032, 1.2345344025717842, 1.1929685492091708, 1.150066432237625, 1.1193812955326503, 1.1569217223856185, 1.148275424276458], 'val_acc': [0.2720888888888889, 0.41704444444444444, 0.46347777777777777, 0.5140777777777777, 0.5146777777777778, 0.5512222222222222, 0.5496777777777778, 0.5692555555555555, 0.5846888888888889, 0.5957, 0.5906777777777777, 0.5930111111111112]}",12,0.6807186603546143,0.6768888831138611,0.6736847758293152,0.6768888831138611
xception,1,128,adam,0.01,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27], 'train_loss': [2.099819779841105, 1.8165403090159098, 1.6485755590862698, 1.5320746799680922, 1.4563493924882678, 1.3864364642037286, 1.329760271326701, 1.2828702191458807, 1.2412851239946154, 1.2008250500573052, 1.172727942996555, 1.1418452976332771, 1.1257654321140713, 1.0905942604806689, 1.0739645496792263, 1.047431556002299, 1.0289275086085001, 1.005680054283142, 0.9849886704126993, 0.9691455813619826, 0.9459040378358629, 0.9297615707821316, 0.9140450553046332, 0.8925672614945306, 0.8779154391712612, 0.8638485342449612, 0.8444222250832452], 'train_acc': [0.25295555555555554, 0.3060222222222222, 0.37885555555555556, 0.42188888888888887, 0.45493333333333336, 0.4845111111111111, 0.5070222222222223, 0.5256, 0.5425222222222222, 0.5579777777777778, 0.5690111111111111, 0.5806111111111111, 0.5866666666666667, 0.6024888888888889, 0.6085444444444444, 0.6177, 0.6252666666666666, 0.6338333333333334, 0.6411, 0.6473666666666666, 0.6563666666666667, 0.6624, 0.6678444444444445, 0.6756444444444445, 0.6815888888888889, 0.6864222222222223, 0.6938333333333333], 'val_loss': [1.8731613621817695, 1.8012925340652466, 1.6789194120619033, 1.4921629929648506, 1.5548626172807483, 1.3584293855879042, 1.405021967400445, 1.4181105335659452, 1.256547810681661, 1.2140447802861531, 1.1901204658084445, 1.295358526081509, 1.2884059833420647, 1.188185399670071, 1.1820398276117112, 1.18164813202752, 1.1399568829112583, 1.107346379407247, 1.1350203181902567, 1.1171292256037395, 1.1273867966651916, 1.132159299850464, 1.1304741854455735, 1.1185492441389295, 1.1345068723678589, 1.1451941750208536, 1.2017233799192641], 'val_acc': [0.2969777777777778, 0.3241888888888889, 0.3771, 0.44435555555555556, 0.41683333333333333, 0.49743333333333334, 0.48923333333333335, 0.4745888888888889, 0.5385666666666666, 0.5536555555555556, 0.5609, 0.5283777777777777, 0.5284777777777778, 0.5733444444444444, 0.5723, 0.5794333333333334, 0.5815111111111111, 0.6004888888888888, 0.5897333333333333, 0.5954666666666667, 0.597, 0.6061222222222222, 0.5990222222222222, 0.6051777777777778, 0.6000333333333333, 0.5999888888888889, 0.5906666666666667]}",27,0.6811732053756714,0.6748888492584229,0.673685610294342,0.6748889088630676
xception,1,128,sgd,0.01,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 'train_loss': [1.7069231886757745, 1.4823734119415284, 1.3461384312735662, 1.2539349002202351, 1.1970518123202853, 1.1382597346411811, 1.0935616690105863, 1.048464517127143, 1.0119800820244682, 0.9725854081683689, 0.9404972668329875, 0.9042032212946151, 0.873650061776903, 0.8498574745390151], 'train_acc': [0.3746777777777778, 0.4530666666666667, 0.5027666666666667, 0.5396222222222222, 0.5629, 0.5847111111111111, 0.6009777777777778, 0.6191444444444445, 0.6323777777777778, 0.6457666666666667, 0.6596111111111111, 0.6710888888888888, 0.6828444444444445, 0.6922333333333334], 'val_loss': [1.516459072833591, 1.4867973498238458, 1.3359906993548076, 1.2784145997153389, 1.32936280286577, 1.2284567443211873, 1.170984014585283, 1.1483758432812161, 1.152464879205492, 1.1325998782899644, 1.1427988632308113, 1.2208583411746554, 1.1977976615481907, 1.2166099298477173], 'val_acc': [0.4451111111111111, 0.44533333333333336, 0.5024888888888889, 0.5344666666666666, 0.5154777777777778, 0.5541666666666667, 0.5731222222222222, 0.5921888888888889, 0.5846555555555556, 0.5914, 0.5888111111111111, 0.5753111111111111, 0.5888555555555556, 0.5850333333333333]}",14,0.680220365524292,0.6691111326217651,0.6664655208587646,0.6691111326217651
xception,1,64,adam,0.001,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'train_loss': [1.6603263054529827, 1.5137660260518393, 1.321015213309394, 1.2196834655125937, 1.150115789688958, 1.0827802707248264, 1.030378846560584, 0.9732623952441746, 0.9242317987230089, 0.8741129486295912, 0.8226898657798767, 0.7779254668871561, 0.730423776849111, 0.6851027965121799, 0.6395322970178392], 'train_acc': [0.3931777777777778, 0.4391, 0.5099333333333333, 0.5524777777777777, 0.5811555555555555, 0.6045888888888888, 0.6239, 0.6450888888888889, 0.6636333333333333, 0.6818888888888889, 0.7007222222222222, 0.7175333333333334, 0.7340555555555556, 0.7489, 0.7687555555555555], 'val_loss': [1.5306611810684203, 1.5168787875705294, 1.298428735309177, 1.1973942622290716, 1.1841742439693874, 1.1762697517183092, 1.1624852184825474, 1.1084986184014214, 1.100861942683326, 1.087797807852427, 1.06902772298389, 1.099335592699051, 1.1114443945672776, 1.1673855925559997, 1.1814278317107094], 'val_acc': [0.44804444444444447, 0.4583777777777778, 0.5241444444444444, 0.5611, 0.5694222222222223, 0.5773777777777778, 0.5820666666666666, 0.6026222222222222, 0.6083777777777778, 0.6102444444444445, 0.6244666666666666, 0.6236666666666667, 0.6256111111111111, 0.6093333333333333, 0.6125444444444444]}",15,0.7068046927452087,0.6904444694519043,0.6932385563850403,0.6904444694519043
xception,1,128,sgd,0.1,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 'train_loss': [2.2644778391944036, 1.9102116413116454, 1.6937299938837687, 1.5969985862520006, 1.5215781950844658, 1.4548496767891779, 1.392342565451728, 1.3354561812506782, 1.2903649365319145, 1.24665779999627, 1.2000561415990194, 1.1698316261821322, 1.130541410806444, 1.100815623304579, 1.0624046389791701, 1.0235387281205919, 0.9943311771180895, 0.9621176927778456, 0.9337849204593235, 0.8980272745450337, 0.8697763777891795, 0.8372575550397238, 0.8055555001205869], 'train_acc': [0.24788888888888888, 0.28071111111111113, 0.3730222222222222, 0.4094, 0.4375222222222222, 0.46465555555555554, 0.48914444444444444, 0.5109555555555556, 0.5286777777777778, 0.5446, 0.5622888888888888, 0.5736777777777777, 0.5891666666666666, 0.5989555555555556, 0.6124111111111111, 0.6260222222222223, 0.6395333333333333, 0.6502888888888889, 0.6615666666666666, 0.6723111111111111, 0.6821111111111111, 0.6947777777777778, 0.7062444444444445], 'val_loss': [2.11925511809455, 1.827180172284444, 1.6571139066908094, 1.6187868661880493, 1.540410811530219, 1.492792388449775, 1.3821590032365587, 1.34257100215488, 1.3456665215174357, 1.302768630133735, 1.2755906342612373, 1.2445873043484157, 1.2562777059872945, 1.2534322019365098, 1.2866095181994968, 1.207118736023373, 1.1877625876956517, 1.2683246024449666, 1.1872852057351007, 1.2206898048188952, 1.2169467831823562, 1.2063848175790575, 1.247356565475464], 'val_acc': [0.31244444444444447, 0.3242555555555556, 0.3857, 0.4110333333333333, 0.4255111111111111, 0.4529111111111111, 0.4914222222222222, 0.5094444444444445, 0.5073222222222222, 0.5310555555555555, 0.5354888888888889, 0.5500666666666667, 0.5491888888888888, 0.5489111111111111, 0.5436222222222222, 0.5714888888888889, 0.5742222222222222, 0.5539222222222222, 0.5845444444444444, 0.5724666666666667, 0.5864, 0.5809, 0.5812]}",23,0.651360273361206,0.6475555896759033,0.6464030742645264,0.6475555300712585
xception,1,64,adam,0.01,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30], 'train_loss': [1.9711481326209175, 1.7022572963502671, 1.5495920449998644, 1.4611794402016534, 1.3957954636891683, 1.346382568274604, 1.306389759487576, 1.276893579949273, 1.2445771421220568, 1.2238626263300578, 1.199143950229221, 1.17808471376631, 1.154456759791904, 1.1366193749109903, 1.1233715620252822, 1.1096174855762058, 1.0923631731033325, 1.0807443314658272, 1.07104753458235, 1.0567455943107604, 1.0427032741016813, 1.0303841220431857, 1.020489236799876, 1.0091275816811456, 0.9947621293067932, 0.9881491044998169, 0.9780977277331883, 0.9640429281446669, 0.9641197315427992, 0.9471756321165297], 'train_acc': [0.27414444444444447, 0.3514777777777778, 0.4151, 0.45464444444444446, 0.48096666666666665, 0.5001222222222222, 0.5163555555555556, 0.5308222222222222, 0.5440888888888888, 0.5515111111111111, 0.5618222222222222, 0.5693777777777778, 0.5800444444444445, 0.5855666666666667, 0.5931111111111111, 0.5970666666666666, 0.6030777777777778, 0.6063555555555555, 0.6134, 0.6147222222222222, 0.6231666666666666, 0.6284777777777778, 0.6305777777777778, 0.6351333333333333, 0.6420555555555556, 0.6441111111111111, 0.6466, 0.6534, 0.6523, 0.6593777777777777], 'val_loss': [1.7344689747280544, 1.6845627130084568, 1.5161730527242026, 1.4679425308227538, 1.3844788202497693, 1.3490091915978326, 1.37679720026652, 1.2524166687859428, 1.2776173880047268, 1.2600337927500407, 1.25948575852712, 1.2420357336362202, 1.182147419081794, 1.2309326246261596, 1.2640782954745822, 1.2360574420611063, 1.1671398123423258, 1.173017578177982, 1.2256449595769245, 1.194424842092726, 1.1560823498408, 1.2023098878648546, 1.137898261917962, 1.173116459332572, 1.1440971312099033, 1.1349607093493144, 1.1509685963948568, 1.1597124624888102, 1.1287585058371226, 1.1132213623894585], 'val_acc': [0.3535333333333333, 0.3648, 0.4289222222222222, 0.4665, 0.48356666666666664, 0.49746666666666667, 0.49083333333333334, 0.5385222222222222, 0.5299777777777778, 0.5333666666666667, 0.5405222222222222, 0.5520444444444444, 0.5707666666666666, 0.5520444444444444, 0.5446, 0.5533888888888889, 0.5739777777777778, 0.5793222222222222, 0.5619666666666666, 0.5803777777777778, 0.5865666666666667, 0.5731555555555555, 0.5936888888888889, 0.5809, 0.5883444444444444, 0.5904222222222222, 0.5915444444444444, 0.5916555555555556, 0.5941333333333333, 0.5988111111111111]}",30,0.6810567378997803,0.6608889102935791,0.6653777360916138,0.6608889102935791
xception,1,64,sgd,0.01,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], 'train_loss': [1.762924131902059, 1.4840190197202894, 1.3432554660373264, 1.2497351925108169, 1.1866395643446181, 1.128625464439392, 1.0828458014700149, 1.0391758731206258, 0.9957535195244683, 0.9574750719282362, 0.9219484250174629, 0.8888924967447916, 0.8543297082477146, 0.8203862470838759, 0.7910239975823297, 0.7665364304860433, 0.7366870913187663], 'train_acc': [0.36666666666666664, 0.45014444444444446, 0.5046333333333334, 0.5412333333333333, 0.5657222222222222, 0.5877888888888889, 0.6061, 0.6216777777777778, 0.6405666666666666, 0.6516555555555555, 0.6651333333333334, 0.6792888888888889, 0.6895777777777777, 0.7009222222222222, 0.7124222222222222, 0.7210111111111112, 0.7299444444444444], 'val_loss': [1.6231809185028077, 1.5854936050521002, 1.3042517284605237, 1.2294643657896254, 1.2206249730534025, 1.1963545521312289, 1.1784478113704258, 1.1388188669310675, 1.1099339990933736, 1.144857478152381, 1.1204266810946995, 1.1195283984502156, 1.0952680835405986, 1.1516314084159003, 1.1559379492282869, 1.1571004092799293, 1.1687388388580746], 'val_acc': [0.4431777777777778, 0.4337, 0.5230888888888889, 0.5528333333333333, 0.5540333333333334, 0.5629222222222222, 0.5754111111111111, 0.588, 0.6029666666666667, 0.5838333333333333, 0.5995777777777778, 0.6051111111111112, 0.6128888888888889, 0.6031888888888889, 0.6086444444444444, 0.5994555555555555, 0.6143444444444445]}",17,0.6921149492263794,0.6858888864517212,0.6806296706199646,0.6858888864517212
xception,1,64,sgd,0.1,0.0,none,0.0,"{'epoch': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21], 'train_loss': [2.304560647922092, 1.8675266745037502, 1.6813469735039606, 1.5817297616110908, 1.5138788927078246, 1.4453599073410035, 1.3880105119917128, 1.3314894812054103, 1.2886016083399454, 1.2429320338990952, 1.2109881791856554, 1.1725158419715034, 1.1428943429523044, 1.1134330047395493, 1.0793098099284701, 1.0488541746775308, 1.0191558837890624, 0.9908391998291015, 0.9623226114379035, 0.9343498687638176, 0.9100680408477784], 'train_acc': [0.24124444444444446, 0.30167777777777777, 0.3729777777777778, 0.4154777777777778, 0.4392888888888889, 0.4671666666666667, 0.4892888888888889, 0.5120555555555556, 0.5294222222222222, 0.5464777777777777, 0.5589888888888889, 0.5739111111111111, 0.5847111111111111, 0.5962333333333333, 0.6081, 0.6185444444444445, 0.6289666666666667, 0.6382222222222222, 0.6496666666666666, 0.6615555555555556, 0.6682], 'val_loss': [1.8697515083524916, 1.8912796915902033, 1.6418118782467312, 1.5712357855478922, 1.5040919402016533, 1.419916501850552, 1.3601402326371934, 1.3256557550854153, 1.3098284667544895, 1.3063027279218038, 1.2511496968163385, 1.2404011251979403, 1.2022773674752978, 1.2460107622570462, 1.2269485829671225, 1.2135201114760505, 1.1857680019802517, 1.1903683706177606, 1.2001975244734022, 1.2299031134234535, 1.2464993934207493], 'val_acc': [0.3040111111111111, 0.3082666666666667, 0.39132222222222224, 0.4225555555555556, 0.44282222222222223, 0.47275555555555554, 0.5021666666666667, 0.5097222222222222, 0.5274666666666666, 0.5230666666666667, 0.5456555555555556, 0.5515666666666666, 0.5631666666666667, 0.5423, 0.5546777777777778, 0.5598555555555556, 0.5736, 0.5804777777777778, 0.5797555555555556, 0.5722, 0.5778222222222222]}",21,0.6459797024726868,0.6416666507720947,0.6413034200668335,0.6416666507720947
